# time(ps) 	kappa_ee_mean	kappa_ee_upper	kappa_ee_lower
1.539000e+00	5.756650e-01	nan	nan
1.540000e+00	5.706084e-01	nan	nan
1.541000e+00	5.655553e-01	nan	nan
1.542000e+00	5.605573e-01	nan	nan
1.543000e+00	5.556659e-01	nan	nan
1.544000e+00	5.509317e-01	nan	nan
1.545000e+00	5.464044e-01	nan	nan
1.546000e+00	5.421316e-01	nan	nan
1.547000e+00	5.381587e-01	nan	nan
1.548000e+00	5.345287e-01	nan	nan
1.549000e+00	5.312810e-01	nan	nan
1.550000e+00	5.284514e-01	nan	nan
1.551000e+00	5.260718e-01	nan	nan
1.552000e+00	5.241694e-01	nan	nan
1.553000e+00	5.227668e-01	nan	nan
1.554000e+00	5.218817e-01	nan	nan
1.555000e+00	5.215266e-01	nan	nan
1.556000e+00	5.217087e-01	nan	nan
1.557000e+00	5.224301e-01	nan	nan
1.558000e+00	5.236877e-01	nan	nan
1.559000e+00	5.254734e-01	nan	nan
1.560000e+00	5.277740e-01	nan	nan
1.561000e+00	5.305720e-01	nan	nan
1.562000e+00	5.338450e-01	nan	nan
1.563000e+00	5.375667e-01	nan	nan
1.564000e+00	5.417067e-01	nan	nan
1.565000e+00	5.462310e-01	nan	nan
1.566000e+00	5.511023e-01	nan	nan
1.567000e+00	5.562800e-01	nan	nan
1.568000e+00	5.617210e-01	nan	nan
1.569000e+00	5.673793e-01	nan	nan
1.570000e+00	5.732069e-01	nan	nan
1.571000e+00	5.791538e-01	nan	nan
1.572000e+00	5.851681e-01	nan	nan
1.573000e+00	5.911969e-01	nan	nan
1.574000e+00	5.971861e-01	nan	nan
1.575000e+00	6.030812e-01	nan	nan
1.576000e+00	6.088271e-01	nan	nan
1.577000e+00	6.143695e-01	nan	nan
1.578000e+00	6.196545e-01	nan	nan
1.579000e+00	6.246296e-01	nan	nan
1.580000e+00	6.292442e-01	nan	nan
1.581000e+00	6.334501e-01	nan	nan
1.582000e+00	6.372021e-01	nan	nan
1.583000e+00	6.404586e-01	nan	nan
1.584000e+00	6.431822e-01	nan	nan
1.585000e+00	6.453401e-01	nan	nan
1.586000e+00	6.469050e-01	nan	nan
1.587000e+00	6.478550e-01	nan	nan
1.588000e+00	6.481743e-01	nan	nan
1.589000e+00	6.478534e-01	nan	nan
1.590000e+00	6.468896e-01	nan	nan
1.591000e+00	6.452869e-01	nan	nan
1.592000e+00	6.430559e-01	nan	nan
1.593000e+00	6.402144e-01	nan	nan
1.594000e+00	6.367868e-01	nan	nan
1.595000e+00	6.328039e-01	nan	nan
1.596000e+00	6.283033e-01	nan	nan
1.597000e+00	6.233281e-01	nan	nan
1.598000e+00	6.179274e-01	nan	nan
1.599000e+00	6.121553e-01	nan	nan
1.600000e+00	6.060707e-01	nan	nan
1.601000e+00	5.997363e-01	nan	nan
1.602000e+00	5.932183e-01	nan	nan
1.603000e+00	5.865855e-01	nan	nan
1.604000e+00	5.799088e-01	nan	nan
1.605000e+00	5.732600e-01	nan	nan
1.606000e+00	5.667114e-01	nan	nan
1.607000e+00	5.603348e-01	nan	nan
1.608000e+00	5.542010e-01	nan	nan
1.609000e+00	5.483784e-01	nan	nan
1.610000e+00	5.429329e-01	nan	nan
1.611000e+00	5.379266e-01	nan	nan
1.612000e+00	5.334177e-01	nan	nan
1.613000e+00	5.294590e-01	nan	nan
1.614000e+00	5.260983e-01	nan	nan
1.615000e+00	5.233767e-01	nan	nan
1.616000e+00	5.213291e-01	nan	nan
1.617000e+00	5.199829e-01	nan	nan
1.618000e+00	5.193582e-01	nan	nan
1.619000e+00	5.194672e-01	nan	nan
1.620000e+00	5.203138e-01	nan	nan
1.621000e+00	5.218940e-01	nan	nan
1.622000e+00	5.241953e-01	nan	nan
1.623000e+00	5.271970e-01	nan	nan
1.624000e+00	5.308706e-01	nan	nan
1.625000e+00	5.351799e-01	nan	nan
1.626000e+00	5.400811e-01	nan	nan
1.627000e+00	5.455239e-01	nan	nan
1.628000e+00	5.514518e-01	nan	nan
1.629000e+00	5.578026e-01	nan	nan
1.630000e+00	5.645094e-01	nan	nan
1.631000e+00	5.715010e-01	nan	nan
1.632000e+00	5.787032e-01	nan	nan
1.633000e+00	5.860390e-01	nan	nan
1.634000e+00	5.934298e-01	nan	nan
1.635000e+00	6.007962e-01	nan	nan
1.636000e+00	6.080584e-01	nan	nan
1.637000e+00	6.151375e-01	nan	nan
1.638000e+00	6.219561e-01	nan	nan
1.639000e+00	6.284388e-01	nan	nan
1.640000e+00	6.345134e-01	nan	nan
1.641000e+00	6.401113e-01	nan	nan
1.642000e+00	6.451684e-01	nan	nan
1.643000e+00	6.496255e-01	nan	nan
1.644000e+00	6.534294e-01	nan	nan
1.645000e+00	6.565330e-01	nan	nan
1.646000e+00	6.588961e-01	nan	nan
1.647000e+00	6.604856e-01	nan	nan
1.648000e+00	6.612763e-01	nan	nan
1.649000e+00	6.612507e-01	nan	nan
1.650000e+00	6.603994e-01	nan	nan
1.651000e+00	6.587216e-01	nan	nan
1.652000e+00	6.562244e-01	nan	nan
1.653000e+00	6.529233e-01	nan	nan
1.654000e+00	6.488420e-01	nan	nan
1.655000e+00	6.440120e-01	nan	nan
1.656000e+00	6.384722e-01	nan	nan
1.657000e+00	6.322689e-01	nan	nan
1.658000e+00	6.254551e-01	nan	nan
1.659000e+00	6.180899e-01	nan	nan
1.660000e+00	6.102379e-01	nan	nan
1.661000e+00	6.019688e-01	nan	nan
1.662000e+00	5.933563e-01	nan	nan
1.663000e+00	5.844774e-01	nan	nan
1.664000e+00	5.754119e-01	nan	nan
1.665000e+00	5.662412e-01	nan	nan
1.666000e+00	5.570478e-01	nan	nan
1.667000e+00	5.479141e-01	nan	nan
1.668000e+00	5.389220e-01	nan	nan
1.669000e+00	5.301519e-01	nan	nan
1.670000e+00	5.216821e-01	nan	nan
1.671000e+00	5.135880e-01	nan	nan
1.672000e+00	5.059416e-01	nan	nan
1.673000e+00	4.988108e-01	nan	nan
1.674000e+00	4.922589e-01	nan	nan
1.675000e+00	4.863443e-01	nan	nan
1.676000e+00	4.811196e-01	nan	nan
1.677000e+00	4.766317e-01	nan	nan
1.678000e+00	4.729208e-01	nan	nan
1.679000e+00	4.700206e-01	nan	nan
1.680000e+00	4.679573e-01	nan	nan
1.681000e+00	4.667498e-01	nan	nan
1.682000e+00	4.664093e-01	nan	nan
1.683000e+00	4.669386e-01	nan	nan
1.684000e+00	4.683325e-01	nan	nan
1.685000e+00	4.705775e-01	nan	nan
1.686000e+00	4.736513e-01	nan	nan
1.687000e+00	4.775237e-01	nan	nan
1.688000e+00	4.821561e-01	nan	nan
1.689000e+00	4.875021e-01	nan	nan
1.690000e+00	4.935078e-01	nan	nan
1.691000e+00	5.001123e-01	nan	nan
1.692000e+00	5.072483e-01	nan	nan
1.693000e+00	5.148432e-01	nan	nan
1.694000e+00	5.228191e-01	nan	nan
1.695000e+00	5.310945e-01	nan	nan
1.696000e+00	5.395849e-01	nan	nan
1.697000e+00	5.482035e-01	nan	nan
1.698000e+00	5.568628e-01	nan	nan
1.699000e+00	5.654748e-01	nan	nan
1.700000e+00	5.739527e-01	nan	nan
1.701000e+00	5.822113e-01	nan	nan
1.702000e+00	5.901684e-01	nan	nan
1.703000e+00	5.977451e-01	nan	nan
1.704000e+00	6.048670e-01	nan	nan
1.705000e+00	6.114647e-01	nan	nan
1.706000e+00	6.174750e-01	nan	nan
1.707000e+00	6.228407e-01	nan	nan
1.708000e+00	6.275120e-01	nan	nan
1.709000e+00	6.314467e-01	nan	nan
1.710000e+00	6.346104e-01	nan	nan
1.711000e+00	6.369775e-01	nan	nan
1.712000e+00	6.385307e-01	nan	nan
1.713000e+00	6.392619e-01	nan	nan
1.714000e+00	6.391720e-01	nan	nan
1.715000e+00	6.382710e-01	nan	nan
1.716000e+00	6.365775e-01	nan	nan
1.717000e+00	6.341191e-01	nan	nan
1.718000e+00	6.309316e-01	nan	nan
1.719000e+00	6.270590e-01	nan	nan
1.720000e+00	6.225523e-01	nan	nan
1.721000e+00	6.174698e-01	nan	nan
1.722000e+00	6.118755e-01	nan	nan
1.723000e+00	6.058391e-01	nan	nan
1.724000e+00	5.994351e-01	nan	nan
1.725000e+00	5.927415e-01	nan	nan
1.726000e+00	5.858398e-01	nan	nan
1.727000e+00	5.788132e-01	nan	nan
1.728000e+00	5.717468e-01	nan	nan
1.729000e+00	5.647257e-01	nan	nan
1.730000e+00	5.578349e-01	nan	nan
1.731000e+00	5.511582e-01	nan	nan
1.732000e+00	5.447770e-01	nan	nan
1.733000e+00	5.387699e-01	nan	nan
1.734000e+00	5.332117e-01	nan	nan
1.735000e+00	5.281726e-01	nan	nan
1.736000e+00	5.237175e-01	nan	nan
1.737000e+00	5.199051e-01	nan	nan
1.738000e+00	5.167877e-01	nan	nan
1.739000e+00	5.144101e-01	nan	nan
1.740000e+00	5.128098e-01	nan	nan
1.741000e+00	5.120160e-01	nan	nan
1.742000e+00	5.120498e-01	nan	nan
1.743000e+00	5.129239e-01	nan	nan
1.744000e+00	5.146424e-01	nan	nan
1.745000e+00	5.172010e-01	nan	nan
1.746000e+00	5.205873e-01	nan	nan
1.747000e+00	5.247805e-01	nan	nan
1.748000e+00	5.297521e-01	nan	nan
1.749000e+00	5.354662e-01	nan	nan
1.750000e+00	5.418799e-01	nan	nan
1.751000e+00	5.489435e-01	nan	nan
1.752000e+00	5.566013e-01	nan	nan
1.753000e+00	5.647923e-01	nan	nan
1.754000e+00	5.734501e-01	nan	nan
1.755000e+00	5.825042e-01	nan	nan
1.756000e+00	5.918802e-01	nan	nan
1.757000e+00	6.015008e-01	nan	nan
1.758000e+00	6.112860e-01	nan	nan
1.759000e+00	6.211544e-01	nan	nan
1.760000e+00	6.310231e-01	nan	nan
1.761000e+00	6.408093e-01	nan	nan
1.762000e+00	6.504304e-01	nan	nan
1.763000e+00	6.598052e-01	nan	nan
1.764000e+00	6.688542e-01	nan	nan
1.765000e+00	6.775008e-01	nan	nan
1.766000e+00	6.856715e-01	nan	nan
1.767000e+00	6.932973e-01	nan	nan
1.768000e+00	7.003139e-01	nan	nan
1.769000e+00	7.066626e-01	nan	nan
1.770000e+00	7.122907e-01	nan	nan
1.771000e+00	7.171525e-01	nan	nan
1.772000e+00	7.212095e-01	nan	nan
1.773000e+00	7.244311e-01	nan	nan
1.774000e+00	7.267949e-01	nan	nan
1.775000e+00	7.282869e-01	nan	nan
1.776000e+00	7.289023e-01	nan	nan
1.777000e+00	7.286450e-01	nan	nan
1.778000e+00	7.275280e-01	nan	nan
1.779000e+00	7.255734e-01	nan	nan
1.780000e+00	7.228121e-01	nan	nan
1.781000e+00	7.192835e-01	nan	nan
1.782000e+00	7.150352e-01	nan	nan
1.783000e+00	7.101225e-01	nan	nan
1.784000e+00	7.046073e-01	nan	nan
1.785000e+00	6.985582e-01	nan	nan
1.786000e+00	6.920488e-01	nan	nan
1.787000e+00	6.851575e-01	nan	nan
1.788000e+00	6.779658e-01	nan	nan
1.789000e+00	6.705581e-01	nan	nan
1.790000e+00	6.630201e-01	nan	nan
1.791000e+00	6.554380e-01	nan	nan
1.792000e+00	6.478975e-01	nan	nan
1.793000e+00	6.404827e-01	nan	nan
1.794000e+00	6.332754e-01	nan	nan
1.795000e+00	6.263543e-01	nan	nan
1.796000e+00	6.197939e-01	nan	nan
1.797000e+00	6.136641e-01	nan	nan
1.798000e+00	6.080296e-01	nan	nan
1.799000e+00	6.029493e-01	nan	nan
1.800000e+00	5.984756e-01	nan	nan
1.801000e+00	5.946547e-01	nan	nan
1.802000e+00	5.915256e-01	nan	nan
1.803000e+00	5.891201e-01	nan	nan
1.804000e+00	5.874630e-01	nan	nan
1.805000e+00	5.865712e-01	nan	nan
1.806000e+00	5.864543e-01	nan	nan
1.807000e+00	5.871142e-01	nan	nan
1.808000e+00	5.885453e-01	nan	nan
1.809000e+00	5.907343e-01	nan	nan
1.810000e+00	5.936607e-01	nan	nan
1.811000e+00	5.972963e-01	nan	nan
1.812000e+00	6.016063e-01	nan	nan
1.813000e+00	6.065489e-01	nan	nan
1.814000e+00	6.120758e-01	nan	nan
1.815000e+00	6.181329e-01	nan	nan
1.816000e+00	6.246603e-01	nan	nan
1.817000e+00	6.315934e-01	nan	nan
1.818000e+00	6.388631e-01	nan	nan
1.819000e+00	6.463964e-01	nan	nan
1.820000e+00	6.541175e-01	nan	nan
1.821000e+00	6.619483e-01	nan	nan
1.822000e+00	6.698089e-01	nan	nan
1.823000e+00	6.776188e-01	nan	nan
1.824000e+00	6.852974e-01	nan	nan
1.825000e+00	6.927647e-01	nan	nan
1.826000e+00	6.999421e-01	nan	nan
1.827000e+00	7.067530e-01	nan	nan
1.828000e+00	7.131236e-01	nan	nan
1.829000e+00	7.189835e-01	nan	nan
1.830000e+00	7.242662e-01	nan	nan
1.831000e+00	7.289095e-01	nan	nan
1.832000e+00	7.328566e-01	nan	nan
1.833000e+00	7.360560e-01	nan	nan
1.834000e+00	7.384626e-01	nan	nan
1.835000e+00	7.400375e-01	nan	nan
1.836000e+00	7.407492e-01	nan	nan
1.837000e+00	7.405732e-01	nan	nan
1.838000e+00	7.394933e-01	nan	nan
1.839000e+00	7.375011e-01	nan	nan
1.840000e+00	7.345968e-01	nan	nan
1.841000e+00	7.307892e-01	nan	nan
1.842000e+00	7.260959e-01	nan	nan
1.843000e+00	7.205432e-01	nan	nan
1.844000e+00	7.141662e-01	nan	nan
1.845000e+00	7.070084e-01	nan	nan
1.846000e+00	6.991217e-01	nan	nan
1.847000e+00	6.905656e-01	nan	nan
1.848000e+00	6.814072e-01	nan	nan
1.849000e+00	6.717199e-01	nan	nan
1.850000e+00	6.615836e-01	nan	nan
1.851000e+00	6.510830e-01	nan	nan
1.852000e+00	6.403075e-01	nan	nan
1.853000e+00	6.293500e-01	nan	nan
1.854000e+00	6.183058e-01	nan	nan
1.855000e+00	6.072721e-01	nan	nan
1.856000e+00	5.963464e-01	nan	nan
1.857000e+00	5.856263e-01	nan	nan
1.858000e+00	5.752077e-01	nan	nan
1.859000e+00	5.651843e-01	nan	nan
1.860000e+00	5.556465e-01	nan	nan
1.861000e+00	5.466805e-01	nan	nan
1.862000e+00	5.383673e-01	nan	nan
1.863000e+00	5.307818e-01	nan	nan
1.864000e+00	5.239921e-01	nan	nan
1.865000e+00	5.180586e-01	nan	nan
1.866000e+00	5.130336e-01	nan	nan
1.867000e+00	5.089603e-01	nan	nan
1.868000e+00	5.058727e-01	nan	nan
1.869000e+00	5.037948e-01	nan	nan
1.870000e+00	5.027408e-01	nan	nan
1.871000e+00	5.027144e-01	nan	nan
1.872000e+00	5.037090e-01	nan	nan
1.873000e+00	5.057079e-01	nan	nan
1.874000e+00	5.086838e-01	nan	nan
1.875000e+00	5.125998e-01	nan	nan
1.876000e+00	5.174091e-01	nan	nan
1.877000e+00	5.230558e-01	nan	nan
1.878000e+00	5.294753e-01	nan	nan
1.879000e+00	5.365949e-01	nan	nan
1.880000e+00	5.443345e-01	nan	nan
1.881000e+00	5.526073e-01	nan	nan
1.882000e+00	5.613211e-01	nan	nan
1.883000e+00	5.703789e-01	nan	nan
1.884000e+00	5.796797e-01	nan	nan
1.885000e+00	5.891205e-01	nan	nan
1.886000e+00	5.985964e-01	nan	nan
1.887000e+00	6.080025e-01	nan	nan
1.888000e+00	6.172351e-01	nan	nan
1.889000e+00	6.261923e-01	nan	nan
1.890000e+00	6.347759e-01	nan	nan
1.891000e+00	6.428920e-01	nan	nan
1.892000e+00	6.504526e-01	nan	nan
1.893000e+00	6.573757e-01	nan	nan
1.894000e+00	6.635870e-01	nan	nan
1.895000e+00	6.690203e-01	nan	nan
1.896000e+00	6.736178e-01	nan	nan
1.897000e+00	6.773312e-01	nan	nan
1.898000e+00	6.801214e-01	nan	nan
1.899000e+00	6.819593e-01	nan	nan
1.900000e+00	6.828252e-01	nan	nan
1.901000e+00	6.827096e-01	nan	nan
1.902000e+00	6.816127e-01	nan	nan
1.903000e+00	6.795440e-01	nan	nan
1.904000e+00	6.765226e-01	nan	nan
1.905000e+00	6.725766e-01	nan	nan
1.906000e+00	6.677426e-01	nan	nan
1.907000e+00	6.620658e-01	nan	nan
1.908000e+00	6.555990e-01	nan	nan
1.909000e+00	6.484026e-01	nan	nan
1.910000e+00	6.405437e-01	nan	nan
1.911000e+00	6.320957e-01	nan	nan
1.912000e+00	6.231377e-01	nan	nan
1.913000e+00	6.137536e-01	nan	nan
1.914000e+00	6.040316e-01	nan	nan
1.915000e+00	5.940633e-01	nan	nan
1.916000e+00	5.839430e-01	nan	nan
1.917000e+00	5.737667e-01	nan	nan
1.918000e+00	5.636310e-01	nan	nan
1.919000e+00	5.536328e-01	nan	nan
1.920000e+00	5.438678e-01	nan	nan
1.921000e+00	5.344295e-01	nan	nan
1.922000e+00	5.254089e-01	nan	nan
1.923000e+00	5.168928e-01	nan	nan
1.924000e+00	5.089634e-01	nan	nan
1.925000e+00	5.016973e-01	nan	nan
1.926000e+00	4.951647e-01	nan	nan
1.927000e+00	4.894286e-01	nan	nan
1.928000e+00	4.845442e-01	nan	nan
1.929000e+00	4.805584e-01	nan	nan
1.930000e+00	4.775092e-01	nan	nan
1.931000e+00	4.754255e-01	nan	nan
1.932000e+00	4.743268e-01	nan	nan
1.933000e+00	4.742227e-01	nan	nan
1.934000e+00	4.751134e-01	nan	nan
1.935000e+00	4.769894e-01	nan	nan
1.936000e+00	4.798317e-01	nan	nan
1.937000e+00	4.836121e-01	nan	nan
1.938000e+00	4.882932e-01	nan	nan
1.939000e+00	4.938293e-01	nan	nan
1.940000e+00	5.001663e-01	nan	nan
1.941000e+00	5.072424e-01	nan	nan
1.942000e+00	5.149889e-01	nan	nan
1.943000e+00	5.233304e-01	nan	nan
1.944000e+00	5.321857e-01	nan	nan
1.945000e+00	5.414683e-01	nan	nan
1.946000e+00	5.510875e-01	nan	nan
1.947000e+00	5.609488e-01	nan	nan
1.948000e+00	5.709551e-01	nan	nan
1.949000e+00	5.810072e-01	nan	nan
1.950000e+00	5.910051e-01	nan	nan
1.951000e+00	6.008487e-01	nan	nan
1.952000e+00	6.104386e-01	nan	nan
1.953000e+00	6.196777e-01	nan	nan
1.954000e+00	6.284716e-01	nan	nan
1.955000e+00	6.367298e-01	nan	nan
1.956000e+00	6.443665e-01	nan	nan
1.957000e+00	6.513020e-01	nan	nan
1.958000e+00	6.574628e-01	nan	nan
1.959000e+00	6.627830e-01	nan	nan
1.960000e+00	6.672050e-01	nan	nan
1.961000e+00	6.706797e-01	nan	nan
1.962000e+00	6.731673e-01	nan	nan
1.963000e+00	6.746378e-01	nan	nan
1.964000e+00	6.750714e-01	nan	nan
1.965000e+00	6.744583e-01	nan	nan
1.966000e+00	6.727993e-01	nan	nan
1.967000e+00	6.701054e-01	nan	nan
1.968000e+00	6.663983e-01	nan	nan
1.969000e+00	6.617097e-01	nan	nan
1.970000e+00	6.560812e-01	nan	nan
1.971000e+00	6.495640e-01	nan	nan
1.972000e+00	6.422186e-01	nan	nan
1.973000e+00	6.341139e-01	nan	nan
1.974000e+00	6.253268e-01	nan	nan
1.975000e+00	6.159416e-01	nan	nan
1.976000e+00	6.060488e-01	nan	nan
1.977000e+00	5.957446e-01	nan	nan
1.978000e+00	5.851297e-01	nan	nan
1.979000e+00	5.743087e-01	nan	nan
1.980000e+00	5.633882e-01	nan	nan
1.981000e+00	5.524766e-01	nan	nan
1.982000e+00	5.416825e-01	nan	nan
1.983000e+00	5.311137e-01	nan	nan
1.984000e+00	5.208763e-01	nan	nan
1.985000e+00	5.110731e-01	nan	nan
1.986000e+00	5.018032e-01	nan	nan
1.987000e+00	4.931606e-01	nan	nan
1.988000e+00	4.852335e-01	nan	nan
1.989000e+00	4.781032e-01	nan	nan
1.990000e+00	4.718437e-01	nan	nan
1.991000e+00	4.665208e-01	nan	nan
1.992000e+00	4.621915e-01	nan	nan
1.993000e+00	4.589034e-01	nan	nan
1.994000e+00	4.566945e-01	nan	nan
1.995000e+00	4.555927e-01	nan	nan
1.996000e+00	4.556157e-01	nan	nan
1.997000e+00	4.567705e-01	nan	nan
1.998000e+00	4.590536e-01	nan	nan
1.999000e+00	4.624508e-01	nan	nan
2.000000e+00	4.669376e-01	nan	nan
2.001000e+00	4.724788e-01	nan	nan
2.002000e+00	4.790290e-01	nan	nan
2.003000e+00	4.865332e-01	nan	nan
2.004000e+00	4.949265e-01	nan	nan
2.005000e+00	5.041350e-01	nan	nan
2.006000e+00	5.140766e-01	nan	nan
2.007000e+00	5.246608e-01	nan	nan
2.008000e+00	5.357902e-01	nan	nan
2.009000e+00	5.473611e-01	nan	nan
2.010000e+00	5.592643e-01	nan	nan
2.011000e+00	5.713859e-01	nan	nan
2.012000e+00	5.836089e-01	nan	nan
2.013000e+00	5.958139e-01	nan	nan
2.014000e+00	6.078805e-01	nan	nan
2.015000e+00	6.196884e-01	nan	nan
2.016000e+00	6.311186e-01	nan	nan
2.017000e+00	6.420551e-01	nan	nan
2.018000e+00	6.523855e-01	nan	nan
2.019000e+00	6.620028e-01	nan	nan
2.020000e+00	6.708060e-01	nan	nan
2.021000e+00	6.787019e-01	nan	nan
2.022000e+00	6.856054e-01	nan	nan
2.023000e+00	6.914412e-01	nan	nan
2.024000e+00	6.961438e-01	nan	nan
2.025000e+00	6.996591e-01	nan	nan
2.026000e+00	7.019444e-01	nan	nan
2.027000e+00	7.029691e-01	nan	nan
2.028000e+00	7.027153e-01	nan	nan
2.029000e+00	7.011776e-01	nan	nan
2.030000e+00	6.983635e-01	nan	nan
2.031000e+00	6.942934e-01	nan	nan
2.032000e+00	6.890001e-01	nan	nan
2.033000e+00	6.825287e-01	nan	nan
2.034000e+00	6.749361e-01	nan	nan
2.035000e+00	6.662901e-01	nan	nan
2.036000e+00	6.566691e-01	nan	nan
2.037000e+00	6.461610e-01	nan	nan
2.038000e+00	6.348620e-01	nan	nan
2.039000e+00	6.228761e-01	nan	nan
2.040000e+00	6.103135e-01	nan	nan
2.041000e+00	5.972896e-01	nan	nan
2.042000e+00	5.839239e-01	nan	nan
2.043000e+00	5.703386e-01	nan	nan
2.044000e+00	5.566578e-01	nan	nan
2.045000e+00	5.430058e-01	nan	nan
2.046000e+00	5.295062e-01	nan	nan
2.047000e+00	5.162808e-01	nan	nan
2.048000e+00	5.034485e-01	nan	nan
2.049000e+00	4.911243e-01	nan	nan
2.050000e+00	4.794182e-01	nan	nan
2.051000e+00	4.684343e-01	nan	nan
2.052000e+00	4.582702e-01	nan	nan
2.053000e+00	4.490158e-01	nan	nan
2.054000e+00	4.407528e-01	nan	nan
2.055000e+00	4.335541e-01	nan	nan
2.056000e+00	4.274829e-01	nan	nan
2.057000e+00	4.225924e-01	nan	nan
2.058000e+00	4.189253e-01	nan	nan
2.059000e+00	4.165132e-01	nan	nan
2.060000e+00	4.153767e-01	nan	nan
2.061000e+00	4.155249e-01	nan	nan
2.062000e+00	4.169555e-01	nan	nan
2.063000e+00	4.196545e-01	nan	nan
2.064000e+00	4.235969e-01	nan	nan
2.065000e+00	4.287461e-01	nan	nan
2.066000e+00	4.350550e-01	nan	nan
2.067000e+00	4.424660e-01	nan	nan
2.068000e+00	4.509115e-01	nan	nan
2.069000e+00	4.603145e-01	nan	nan
2.070000e+00	4.705895e-01	nan	nan
2.071000e+00	4.816430e-01	nan	nan
2.072000e+00	4.933744e-01	nan	nan
2.073000e+00	5.056767e-01	nan	nan
2.074000e+00	5.184378e-01	nan	nan
2.075000e+00	5.315409e-01	nan	nan
2.076000e+00	5.448659e-01	nan	nan
2.077000e+00	5.582907e-01	nan	nan
2.078000e+00	5.716914e-01	nan	nan
2.079000e+00	5.849443e-01	nan	nan
2.080000e+00	5.979266e-01	nan	nan
2.081000e+00	6.105177e-01	nan	nan
2.082000e+00	6.226000e-01	nan	nan
2.083000e+00	6.340606e-01	nan	nan
2.084000e+00	6.447920e-01	nan	nan
2.085000e+00	6.546935e-01	nan	nan
2.086000e+00	6.636719e-01	nan	nan
2.087000e+00	6.716428e-01	nan	nan
2.088000e+00	6.785314e-01	nan	nan
2.089000e+00	6.842735e-01	nan	nan
2.090000e+00	6.888160e-01	nan	nan
2.091000e+00	6.921178e-01	nan	nan
2.092000e+00	6.941503e-01	nan	nan
2.093000e+00	6.948975e-01	nan	nan
2.094000e+00	6.943567e-01	nan	nan
2.095000e+00	6.925384e-01	nan	nan
2.096000e+00	6.894662e-01	nan	nan
2.097000e+00	6.851769e-01	nan	nan
2.098000e+00	6.797201e-01	nan	nan
2.099000e+00	6.731578e-01	nan	nan
2.100000e+00	6.655640e-01	nan	nan
2.101000e+00	6.570234e-01	nan	nan
2.102000e+00	6.476317e-01	nan	nan
2.103000e+00	6.374935e-01	nan	nan
2.104000e+00	6.267221e-01	nan	nan
2.105000e+00	6.154378e-01	nan	nan
2.106000e+00	6.037673e-01	nan	nan
2.107000e+00	5.918416e-01	nan	nan
2.108000e+00	5.797951e-01	nan	nan
2.109000e+00	5.677641e-01	nan	nan
2.110000e+00	5.558852e-01	nan	nan
2.111000e+00	5.442939e-01	nan	nan
2.112000e+00	5.331230e-01	nan	nan
2.113000e+00	5.225014e-01	nan	nan
2.114000e+00	5.125523e-01	nan	nan
2.115000e+00	5.033922e-01	nan	nan
2.116000e+00	4.951295e-01	nan	nan
2.117000e+00	4.878634e-01	nan	nan
2.118000e+00	4.816827e-01	nan	nan
2.119000e+00	4.766651e-01	nan	nan
2.120000e+00	4.728763e-01	nan	nan
2.121000e+00	4.703693e-01	nan	nan
2.122000e+00	4.691837e-01	nan	nan
2.123000e+00	4.693459e-01	nan	nan
2.124000e+00	4.708681e-01	nan	nan
2.125000e+00	4.737489e-01	nan	nan
2.126000e+00	4.779729e-01	nan	nan
2.127000e+00	4.835108e-01	nan	nan
2.128000e+00	4.903202e-01	nan	nan
2.129000e+00	4.983457e-01	nan	nan
2.130000e+00	5.075195e-01	nan	nan
2.131000e+00	5.177620e-01	nan	nan
2.132000e+00	5.289830e-01	nan	nan
2.133000e+00	5.410821e-01	nan	nan
2.134000e+00	5.539499e-01	nan	nan
2.135000e+00	5.674691e-01	nan	nan
2.136000e+00	5.815155e-01	nan	nan
2.137000e+00	5.959593e-01	nan	nan
2.138000e+00	6.106664e-01	nan	nan
2.139000e+00	6.254995e-01	nan	nan
2.140000e+00	6.403193e-01	nan	nan
2.141000e+00	6.549865e-01	nan	nan
2.142000e+00	6.693623e-01	nan	nan
2.143000e+00	6.833103e-01	nan	nan
2.144000e+00	6.966977e-01	nan	nan
2.145000e+00	7.093967e-01	nan	nan
2.146000e+00	7.212854e-01	nan	nan
2.147000e+00	7.322497e-01	nan	nan
2.148000e+00	7.421838e-01	nan	nan
2.149000e+00	7.509918e-01	nan	nan
2.150000e+00	7.585884e-01	nan	nan
2.151000e+00	7.648998e-01	nan	nan
2.152000e+00	7.698644e-01	nan	nan
2.153000e+00	7.734338e-01	nan	nan
2.154000e+00	7.755726e-01	nan	nan
2.155000e+00	7.762594e-01	nan	nan
2.156000e+00	7.754866e-01	nan	nan
2.157000e+00	7.732605e-01	nan	nan
2.158000e+00	7.696014e-01	nan	nan
2.159000e+00	7.645429e-01	nan	nan
2.160000e+00	7.581323e-01	nan	nan
2.161000e+00	7.504293e-01	nan	nan
2.162000e+00	7.415062e-01	nan	nan
2.163000e+00	7.314466e-01	nan	nan
2.164000e+00	7.203450e-01	nan	nan
2.165000e+00	7.083059e-01	nan	nan
2.166000e+00	6.954428e-01	nan	nan
2.167000e+00	6.818773e-01	nan	nan
2.168000e+00	6.677381e-01	nan	nan
2.169000e+00	6.531596e-01	nan	nan
2.170000e+00	6.382809e-01	nan	nan
2.171000e+00	6.232447e-01	nan	nan
2.172000e+00	6.081957e-01	nan	nan
